region,date_witness,date_agent,witness,agent,latitude,longitude,city,country,city_agent,has_weapon,has_hat,has_jacket,behavior
Africa,26/11/1985,8/12/1985,Christina Boone,Caleb Cook,6.45407,3.39467,Lagos,NG,Lagos,FALSE,FALSE,TRUE,happy
Africa,19/12/2005,29/12/2005,Lori Parker,Aaron Nguyen,5.30383,-1.98956,Tarkwa,GH,Accra,TRUE,TRUE,TRUE,paranoid
Africa,29/12/2010,22/01/2011,Jonathan Page,Bethany Chen,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,FALSE,FALSE,TRUE,friendly
Africa,27/07/2002,27/07/2002,Colton Jones,Allen Baker,0.76755,24.43973,Yangambi,CD,Lubumbashi,FALSE,TRUE,FALSE,over-complimenting
Africa,11/08/1985,30/09/1985,Raymond Mccullough,Nicole Adams,35.21222,2.31889,Ksar Chellala,DZ,Algiers,FALSE,FALSE,TRUE,silent
Africa,19/01/2005,14/03/2005,Sonya Kirby,Jacob Santiago,4.2475,9.00472,Idenao,CM,Douala,FALSE,FALSE,FALSE,paranoid
Africa,8/04/1993,28/05/1993,David King,Lauren Smith,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,TRUE,TRUE,TRUE,fleeing
Africa,25/01/1999,2/02/1999,Jennifer Lopez,Brandon Miller,-21.98333,16.91667,Okahandja,NA,Windhoek,FALSE,TRUE,TRUE,out-of-control
Africa,19/12/2008,20/12/2008,Melissa Miller,Sandra Ramos,-4.06667,37.73333,Same,TZ,Dar es Salaam,FALSE,FALSE,TRUE,lonely
Africa,19/12/1990,5/01/1991,Shelby Bartlett,John Barr,8.88649,2.59753,Tchaourou,BJ,Porto-Novo,FALSE,FALSE,TRUE,silent
Africa,1/02/2009,17/02/2009,Dylan Moyer,Randy Simmons,3.27833,32.88667,Kitgum,UG,Kampala,FALSE,TRUE,TRUE,happy
Africa,12/01/1995,11/02/1995,Dr. Andre Rivera,Todd Garcia,5.30383,-1.98956,Tarkwa,GH,Accra,FALSE,TRUE,FALSE,scared
Africa,26/05/2006,30/06/2006,Daniel Williams,Nicole Scott,36.46917,10.78222,Beni Khiar,TN,Tunis,FALSE,TRUE,TRUE,oblivious
Africa,16/03/1994,22/04/1994,Robert Berry,Christian Moore,-2.68333,33,Usagara,TZ,Dar es Salaam,FALSE,TRUE,TRUE,out-of-control
Africa,5/01/2009,9/01/2009,Amanda Allen,Miranda Lester,4.96667,10.7,Tonga,CM,Douala,FALSE,TRUE,TRUE,silent
Africa,22/06/1990,25/07/1990,Ryan Buchanan,Stephanie Taylor,5.84752,-5.682,Lakota,CI,Abidjan,TRUE,TRUE,TRUE,panicking
Africa,22/12/1994,28/01/1995,Robert Moore,Alexandra Jones,-4.06667,37.73333,Same,TZ,Dar es Salaam,FALSE,TRUE,TRUE,unhappy
Africa,19/10/2013,30/10/2013,Christina Lee,Kimberly Cooper,9.535,-13.68778,Camayenne,GN,Conakry,FALSE,FALSE,TRUE,silent
Africa,10/02/2007,2/04/2007,Barbara Garza,Tiffany Bennett,-21.44236,27.46153,Tonota,BW,Gaborone,TRUE,FALSE,TRUE,insulting
Africa,1/03/2001,11/04/2001,Jesse Roberts,Candice Johnson,13.70727,9.15013,Mirriah,NE,Niamey,FALSE,TRUE,TRUE,happy
Africa,8/09/2001,17/09/2001,Jason Crane,Paul Rogers,-24.19436,29.00974,Mokopane,ZA,Johannesburg,FALSE,FALSE,FALSE,accusatory
Africa,14/11/2013,14/11/2013,Jacqueline Newton,Cynthia Moore,3.11988,35.59642,Lodwar,KE,Nairobi,FALSE,FALSE,FALSE,over-complimenting
Africa,24/07/2017,23/08/2017,Christina Prince,Kevin Martin,-4.26613,15.28318,Brazzaville,CG,Brazzaville,FALSE,TRUE,TRUE,panicking
Africa,12/03/1993,29/04/1993,Andrew Rodriguez,Todd Garcia,-4.26613,15.28318,Brazzaville,CG,Brazzaville,FALSE,TRUE,TRUE,scared
Africa,10/11/2013,16/12/2013,Amy Bowen,Thomas Hamilton,-21.44236,27.46153,Tonota,BW,Gaborone,FALSE,TRUE,TRUE,accusatory
Africa,1/06/2012,3/07/2012,Lori Murphy,Austin Williams,31.20176,29.91582,Alexandria,EG,Cairo,FALSE,TRUE,TRUE,lonely
Africa,19/05/1993,12/07/1993,Tracy Sullivan,Jasmine Rowland,36.76639,3.47717,Boumerdas,DZ,Algiers,FALSE,TRUE,TRUE,happy
Africa,21/10/2005,7/12/2005,Tiffany Hood,Valerie Griffin,26.67319,31.4976,Juhaynah,EG,Cairo,FALSE,FALSE,TRUE,friendly
Africa,25/05/2019,21/07/2019,Tara Jefferson MD,Mark Williams,-11.78333,19.91667,Luena,AO,Luanda,FALSE,TRUE,TRUE,lonely
Africa,1/12/2008,25/12/2008,Jason Guerrero,Meredith Gibbs,-26.93366,29.24152,Standerton,ZA,Johannesburg,TRUE,TRUE,TRUE,evasive
Africa,14/08/2013,19/08/2013,Jose Moore,Kenneth Barrett,34.31,-2.16,Jerada,MA,Casablanca,FALSE,TRUE,TRUE,over-complimenting
Africa,30/04/2020,27/05/2020,Steven Stafford,Mr. Frederick Bryant,-13.7804,34.4587,Salima,MW,Blantyre,FALSE,FALSE,TRUE,evasive
Africa,17/01/2008,29/02/2008,Richard Mcdaniel,Angelica Chan,35.72917,10.58082,Msaken,TN,Tunis,FALSE,FALSE,TRUE,tense
Africa,5/06/2004,3/08/2004,Mary Tyler,Lacey Brown,5.84752,-5.682,Lakota,CI,Abidjan,FALSE,FALSE,TRUE,hostile
Africa,14/09/2001,30/09/2001,Kevin Graves,Todd Garcia,7.50251,5.06258,Igbara-Odo,NG,Lagos,FALSE,FALSE,TRUE,fleeing
Africa,29/06/1998,15/07/1998,Daniel Cooley,Denise Park,7.50251,5.06258,Igbara-Odo,NG,Lagos,FALSE,TRUE,TRUE,worried
Africa,4/12/1995,10/01/1996,Robert Thomas,David Richardson,-10.33333,39.28333,Nyangao,TZ,Dar es Salaam,FALSE,TRUE,TRUE,sad
Africa,12/10/1998,15/10/1998,Paula Carpenter,Kimberly Woods,33.42585,-6.00137,Oulmes,MA,Casablanca,FALSE,TRUE,TRUE,friendly
Africa,30/06/2011,3/08/2011,Lisa Stevens,Victor Tapia,36.61954,4.08282,Beni Douala,DZ,Algiers,FALSE,TRUE,TRUE,unhappy
Africa,13/09/2005,8/10/2005,Jeffery Martinez,John Hayes,11.86064,9.0027,Gaya,NG,Lagos,FALSE,TRUE,TRUE,evasive
Africa,28/09/1997,29/10/1997,Robin Miller,Ashley Davis,0.76755,24.43973,Yangambi,CD,Lubumbashi,FALSE,TRUE,FALSE,out-of-control
Africa,26/03/1996,26/03/1996,Gregory White,Zachary Hawkins,4.96667,10.7,Tonga,CM,Douala,FALSE,FALSE,TRUE,accusatory
Africa,9/10/1992,4/11/1992,David Henry,Alexa Flores,36.08497,9.37082,Siliana,TN,Tunis,FALSE,FALSE,TRUE,panicking
Africa,28/06/2015,8/07/2015,Kellie Gray,Nancy White,-6.25,38.66667,Mvomero,TZ,Dar es Salaam,FALSE,TRUE,TRUE,happy
Africa,7/07/2003,20/07/2003,Jon Smith,Steven Lee,-26.93366,29.24152,Standerton,ZA,Johannesburg,FALSE,TRUE,FALSE,complaining
Africa,12/02/2008,16/03/2008,April Brown,Jennifer Snyder,5.27247,-3.59625,Bonoua,CI,Abidjan,FALSE,TRUE,TRUE,happy
Africa,13/09/2011,22/09/2011,Alicia Rivera,Michelle Lee,9.535,-13.68778,Camayenne,GN,Conakry,FALSE,TRUE,TRUE,over-complimenting
Africa,6/08/2014,6/08/2014,Tammy Lopez,Jennifer Swanson,5.30383,-1.98956,Tarkwa,GH,Accra,TRUE,FALSE,TRUE,hostile
Africa,23/12/1992,4/02/1993,Amy Hanson,Sonia Mcdaniel,12.74409,-8.07257,Kati,ML,Bamako,TRUE,FALSE,TRUE,sad
Africa,29/08/1991,28/09/1991,Gary Jordan,Cynthia Carr,37.16911,10.03478,El Alia,TN,Tunis,FALSE,TRUE,TRUE,panicking
Africa,26/04/1999,1/06/1999,Joseph Mills,Emily Mccoy,30.75545,20.22625,Ajdabiya,LY,Tripoli,FALSE,FALSE,TRUE,over-complimenting
Africa,26/10/1988,24/12/1988,Robert Lin,Dr. Crystal Mccormick,35.72917,10.58082,Msaken,TN,Tunis,FALSE,FALSE,TRUE,talkative
Africa,24/09/2012,24/09/2012,Sheri Kaiser,Joseph Arellano,11.15583,42.7125,'Ali Sabieh,DJ,Djibouti,FALSE,FALSE,FALSE,friendly
Africa,25/04/2021,25/04/2021,Denise Smith,Destiny Peterson,2.41669,30.98551,Paidha,UG,Kampala,FALSE,TRUE,TRUE,lonely
Africa,1/05/1990,10/06/1990,Melanie Chapman,Terry Erickson,-4.5833,15.16554,Kasangulu,CD,Kinshasa,FALSE,TRUE,TRUE,friendly
Africa,7/11/1992,23/12/1992,Joan Wallace,Samuel Cunningham,9.535,-13.68778,Camayenne,GN,Conakry,FALSE,TRUE,TRUE,lonely
Africa,4/01/2006,18/01/2006,Patricia Bush,Randy Simmons,6.8485,3.64633,Shagamu,NG,Lagos,TRUE,TRUE,FALSE,paranoid
Africa,31/12/2012,27/01/2013,Miss Jennifer Willis MD,Lisa Sweeney,7.57944,-8.53778,New Yekepa,LR,Monrovia,FALSE,TRUE,TRUE,panicking
Africa,31/08/1988,12/10/1988,Kayla Hebert,Michael Riddle,33.42585,-6.00137,Oulmes,MA,Casablanca,FALSE,TRUE,TRUE,friendly
Africa,13/04/2008,30/04/2008,Lisa Edwards,Holly Chapman,9.58126,8.2926,Kafanchan,NG,Lagos,FALSE,TRUE,TRUE,insulting
Africa,6/04/2012,28/05/2012,Michael Simmons,Laura Oconnor,33.43443,-5.22126,Azrou,MA,Casablanca,TRUE,TRUE,TRUE,paranoid
Africa,16/03/2019,3/04/2019,Alexis West,Cynthia Carr,33.43443,-5.22126,Azrou,MA,Casablanca,FALSE,TRUE,TRUE,worried
Africa,26/06/1987,27/07/1987,Hailey Parsons,Jordan Torres,8.48714,-13.2356,Freetown,SL,Freetown,FALSE,FALSE,TRUE,tense
Africa,20/09/1997,21/10/1997,Melissa Alexander,Evan Perkins,-13.7804,34.4587,Salima,MW,Blantyre,FALSE,TRUE,TRUE,worried
Africa,21/09/2019,18/11/2019,Jeffrey Cooper,Mr. James Hooper,6.03333,37.55,Arba Minch,ET,Addis Ababa,FALSE,TRUE,TRUE,unhappy
Africa,23/09/1996,24/09/1996,Grace Walsh,Adam Smith,36.72544,3.55665,Thenia,DZ,Algiers,FALSE,TRUE,TRUE,scared
Africa,4/06/2019,2/08/2019,Michael Padilla,Mark Valenzuela,6.45407,3.39467,Lagos,NG,Lagos,FALSE,FALSE,TRUE,paranoid
Africa,8/04/2014,6/06/2014,Megan Hernandez,Brett Scott,-4.26613,15.28318,Brazzaville,CG,Brazzaville,FALSE,TRUE,TRUE,paranoid
Africa,27/05/2020,27/06/2020,Andrew Roberts,Carrie Boone,-2.68333,33,Usagara,TZ,Dar es Salaam,FALSE,TRUE,TRUE,complaining
Africa,12/02/1997,16/03/1997,Emily Miles,Christopher Sandoval,11.86064,9.0027,Gaya,NG,Lagos,FALSE,FALSE,TRUE,injured
Africa,7/12/1994,11/12/1994,Hannah Miller,James Bryant,-8.73508,24.99798,Kamina,CD,Lubumbashi,FALSE,FALSE,TRUE,friendly
Africa,24/07/2002,11/08/2002,Nicholas Rogers,Ashley Larson,34.15429,3.50309,Messaad,DZ,Algiers,FALSE,TRUE,TRUE,happy
Africa,19/07/2013,29/08/2013,Justin Jackson,Susan Bowers,5.27247,-3.59625,Bonoua,CI,Abidjan,FALSE,FALSE,TRUE,paranoid
Africa,16/07/2015,30/08/2015,James Chase,Matthew Brown,0.46005,34.11169,Busia,KE,Nairobi,FALSE,TRUE,TRUE,unhappy
Africa,2/09/2015,4/09/2015,Mark Owens,Ronald Wong PhD,-2.68333,33,Usagara,TZ,Dar es Salaam,FALSE,FALSE,TRUE,evasive
Africa,21/07/2021,11/08/2021,John Evans,Holly Chapman,30.75545,20.22625,Ajdabiya,LY,Tripoli,FALSE,TRUE,TRUE,paranoid
Africa,8/01/2022,21/01/2022,Jennifer Roberson,Carrie Jones,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,TRUE,TRUE,TRUE,talkative
Africa,17/03/2009,20/03/2009,Christopher Johnson,Ryan Wilkinson,31.20176,29.91582,Alexandria,EG,Cairo,FALSE,FALSE,TRUE,talkative
Africa,2/01/2007,27/02/2007,John Johnson,Daniel Moore,-21.98333,16.91667,Okahandja,NA,Windhoek,FALSE,TRUE,TRUE,tense
Africa,1/04/1990,17/05/1990,Ryan Chandler,Charles Moran,3.51667,11.5,Mbalmayo,CM,Douala,FALSE,TRUE,TRUE,hostile
Africa,21/09/1996,18/10/1996,Marissa Pugh,Anthony Hamilton,6.46346,-2.31938,Bibiani,GH,Accra,FALSE,TRUE,TRUE,sad
Africa,1/09/1990,22/09/1990,Mario Barber,Christina Krause,2.41669,30.98551,Paidha,UG,Kampala,TRUE,TRUE,TRUE,panicking
Africa,20/08/1989,29/08/1989,Anthony Brooks,Jeanne Green,2.41669,30.98551,Paidha,UG,Kampala,FALSE,TRUE,TRUE,injured
Africa,30/05/2003,16/06/2003,Philip Boone,Daniel Lewis,7.06273,-1.4001,Mampong,GH,Accra,FALSE,FALSE,TRUE,paranoid
Africa,11/03/2020,1/04/2020,Shannon Hines,Dr. Gregory Gibson,7.6,4.18333,Olupona,NG,Lagos,FALSE,TRUE,TRUE,talkative
Africa,3/05/2014,26/05/2014,Kara Flores,Diana Torres,36.46917,10.78222,Beni Khiar,TN,Tunis,FALSE,TRUE,TRUE,oblivious
Africa,4/10/2015,9/11/2015,Matthew Moore,Andrew Sullivan,13.56667,-15.6,Farafenni,GM,Banjul,FALSE,FALSE,TRUE,paranoid
Africa,14/10/2021,10/11/2021,David Hart,Laura Santana,-4.26613,15.28318,Brazzaville,CG,Brazzaville,TRUE,FALSE,TRUE,fleeing
Africa,25/08/1996,23/09/1996,Matthew Griffin,Shelia Holmes,6.46346,-2.31938,Bibiani,GH,Accra,FALSE,TRUE,FALSE,oblivious
Africa,13/03/1990,29/03/1990,Latasha Santiago,Todd Garcia,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,TRUE,TRUE,TRUE,lonely
Africa,13/09/1990,23/09/1990,Donald Atkins,Natalie Jordan,30.75545,20.22625,Ajdabiya,LY,Tripoli,FALSE,FALSE,TRUE,friendly
Africa,7/09/2013,12/10/2013,Kelly Anderson,Tiffany Bennett,-24.19436,29.00974,Mokopane,ZA,Johannesburg,FALSE,FALSE,TRUE,sad
Africa,31/08/1996,12/09/1996,Mikayla Brown,John Hayes,-27.76952,30.79165,Vryheid,ZA,Johannesburg,FALSE,FALSE,TRUE,talkative
Africa,16/11/2002,9/01/2003,Valerie White,Emily Mccoy,36.76775,2.95924,Cheraga,DZ,Algiers,TRUE,TRUE,TRUE,lonely
Africa,6/02/2007,22/03/2007,Kimberly Herrera,Pamela Gonzales,-11.78333,19.91667,Luena,AO,Luanda,FALSE,TRUE,TRUE,tense
Africa,10/03/2012,31/03/2012,Erica Lopez,Evelyn Hines,13.70727,9.15013,Mirriah,NE,Niamey,FALSE,TRUE,TRUE,talkative
Africa,3/11/2020,15/12/2020,Linda Cline,Allen Lawrence,3.02013,30.91105,Arua,UG,Kampala,FALSE,TRUE,TRUE,complaining
Africa,27/09/2014,23/11/2014,Jeffery Flores,Victoria Rodriguez,9.89206,43.38531,Baki,SO,Mogadishu,FALSE,TRUE,TRUE,oblivious
Africa,26/02/1999,2/03/1999,Mr. Alex Jackson,Cristina Reynolds,11.15583,42.7125,'Ali Sabieh,DJ,Djibouti,FALSE,TRUE,TRUE,lonely
Africa,8/02/2001,1/03/2001,Mrs. Angela Parsons,Alan Ford,8.88649,2.59753,Tchaourou,BJ,Porto-Novo,FALSE,FALSE,TRUE,friendly
Africa,12/08/1992,13/09/1992,Travis Luna,Summer Mosley,-4.26613,15.28318,Brazzaville,CG,Brazzaville,FALSE,FALSE,TRUE,out-of-control
Africa,22/05/1992,16/07/1992,John Williams,Chloe Harris,36.61954,4.08282,Beni Douala,DZ,Algiers,FALSE,FALSE,TRUE,lonely
Africa,8/11/2013,20/12/2013,Gina Williams DVM,Nicole Hart,9.535,-13.68778,Camayenne,GN,Conakry,FALSE,FALSE,TRUE,complaining
Africa,29/05/2008,19/07/2008,Mary Thompson,Carrie Boone,6.45407,3.39467,Lagos,NG,Lagos,FALSE,TRUE,TRUE,out-of-control
Africa,2/01/1993,13/02/1993,Justin Roman,Michael Bailey,-1.9487,30.4347,Rwamagana,RW,Kigali,TRUE,TRUE,TRUE,out-of-control
Africa,10/12/1991,17/01/1992,Christopher Huerta,Stephanie Brooks,-10.33333,39.28333,Nyangao,TZ,Dar es Salaam,FALSE,TRUE,TRUE,over-complimenting
Africa,8/05/2006,16/05/2006,Mary Ross,David Wagner,-10.33333,39.28333,Nyangao,TZ,Dar es Salaam,FALSE,TRUE,TRUE,happy
Africa,19/08/1997,5/09/1997,Rita Fernandez,Kerri Clay,10.61285,12.19458,Biu,NG,Lagos,FALSE,TRUE,TRUE,worried
Africa,15/03/2009,22/03/2009,Lisa Bradley,Bethany Chen,12.74409,-8.07257,Kati,ML,Bamako,FALSE,TRUE,TRUE,over-complimenting
Africa,13/04/2003,24/05/2003,James Brewer,Elizabeth Cook,0.46005,34.11169,Busia,KE,Nairobi,FALSE,TRUE,TRUE,panicking
Africa,30/03/2002,8/04/2002,Christina Johnson,Kendra Mercado,8.88649,2.59753,Tchaourou,BJ,Porto-Novo,TRUE,TRUE,TRUE,talkative
Africa,25/05/2022,6/06/2022,Sarah Owens,Charles Moran,-5.41667,38.01667,Chanika,TZ,Dar es Salaam,FALSE,FALSE,TRUE,hostile
Africa,6/06/2004,8/07/2004,Morgan Ferguson,Joshua Curtis,-4.5833,15.16554,Kasangulu,CD,Kinshasa,FALSE,FALSE,TRUE,accusatory
Africa,13/01/2001,18/01/2001,Susan Winters,Matthew Brown,10.61285,12.19458,Biu,NG,Lagos,FALSE,FALSE,TRUE,panicking
Africa,1/09/1989,16/10/1989,Dana Jones,Aaron Nguyen,6.46346,-2.31938,Bibiani,GH,Accra,FALSE,TRUE,TRUE,unhappy
Africa,27/09/2019,5/10/2019,Dillon Ramirez,Brittany Henderson,-21.44236,27.46153,Tonota,BW,Gaborone,FALSE,FALSE,TRUE,lonely
Africa,5/05/2005,2/07/2005,Stacey Young,Donald Pierce,12.74482,4.52514,Argungu,NG,Lagos,FALSE,TRUE,TRUE,lonely
Africa,18/05/1998,6/07/1998,Sheena Joyce,Gordon Jimenez,-26.93366,29.24152,Standerton,ZA,Johannesburg,FALSE,TRUE,TRUE,tense
Africa,2/11/2018,25/12/2018,Allison Knight,Jeffrey Graves MD,24.96334,10.18003,Ghat,LY,Tripoli,FALSE,TRUE,FALSE,paranoid
Africa,31/08/1986,9/10/1986,James Garcia,Jeremy Moran,12.18441,18.69303,Mongo,TD,Ndjamena,TRUE,TRUE,FALSE,over-complimenting
Africa,8/07/2021,16/07/2021,Amanda Stuart,Thomas Hamilton,6.8485,3.64633,Shagamu,NG,Lagos,TRUE,TRUE,TRUE,tense
Africa,27/02/1988,27/03/1988,Chad Wilson,Stephanie Mcmillan,5.84752,-5.682,Lakota,CI,Abidjan,FALSE,TRUE,TRUE,hostile
Africa,6/04/2016,23/05/2016,Mitchell Jones,Samuel Cunningham,3.11988,35.59642,Lodwar,KE,Nairobi,FALSE,TRUE,TRUE,out-of-control
Africa,24/02/1993,15/04/1993,Betty Parker,Jason Mccarthy,9.535,-13.68778,Camayenne,GN,Conakry,FALSE,TRUE,TRUE,worried
Africa,6/04/1990,12/04/1990,Anne Weaver,Nancy White,11.86064,9.0027,Gaya,NG,Lagos,FALSE,TRUE,TRUE,happy
Africa,30/11/2001,6/01/2002,Carlos Brown,Jimmy Patel,-1.63333,13.58357,Franceville,GA,Libreville,FALSE,FALSE,TRUE,talkative
Africa,24/06/2007,29/06/2007,Lindsay Whitaker,Stephanie Brooks,4.94273,15.87735,Carnot,CF,Bangui,FALSE,TRUE,TRUE,evasive
Africa,24/08/1995,15/10/1995,Jose Watson,Todd Robinson,-8.73508,24.99798,Kamina,CD,Lubumbashi,TRUE,FALSE,TRUE,fleeing
Africa,1/08/2001,11/09/2001,Tonya Walker,Joseph Rogers,11.85,38.01667,Debre Tabor,ET,Addis Ababa,FALSE,TRUE,TRUE,hostile
Africa,15/06/2010,5/08/2010,Lisa Pearson,Dawn Simmons,5.27247,-3.59625,Bonoua,CI,Abidjan,FALSE,TRUE,TRUE,panicking
Africa,7/01/2006,21/02/2006,Dr. Scott Anderson,Justin White,7.06273,-1.4001,Mampong,GH,Accra,FALSE,TRUE,TRUE,lonely
Africa,27/12/2010,2/01/2011,Nicole Robinson,Jacob Salazar,7.65649,4.92235,Efon-Alaaye,NG,Lagos,FALSE,FALSE,TRUE,tense
Africa,15/03/2004,14/04/2004,Christian Richardson,Jeffery Lee,35.72917,10.58082,Msaken,TN,Tunis,FALSE,TRUE,FALSE,accusatory
Africa,16/10/2015,20/10/2015,Jonathan Roberts,Jorge Novak,-26.93366,29.24152,Standerton,ZA,Johannesburg,FALSE,TRUE,TRUE,silent
Africa,20/04/2012,13/06/2012,Brandon Ford,Wayne Knight,-4.5833,15.16554,Kasangulu,CD,Kinshasa,FALSE,TRUE,TRUE,panicking
Africa,22/04/2001,15/05/2001,Paul Martin,Laura Santana,-2.68333,33,Usagara,TZ,Dar es Salaam,FALSE,TRUE,TRUE,insulting
Africa,19/01/2003,10/02/2003,Ryan Smith,Shelly Espinoza,11.86064,9.0027,Gaya,NG,Lagos,FALSE,TRUE,TRUE,worried
Africa,28/11/2021,17/01/2022,James Smith,Christopher Baker,35.06544,1.04945,Frenda,DZ,Algiers,FALSE,TRUE,TRUE,friendly
Africa,8/03/1988,18/04/1988,Benjamin Bennett,David Woodward,13.56667,-15.6,Farafenni,GM,Banjul,FALSE,TRUE,TRUE,sad
Africa,13/02/1993,29/03/1993,Matthew Ortiz,Rita Johnson,-23.85972,35.34722,Maxixe,MZ,Maputo,FALSE,TRUE,FALSE,accusatory
Africa,3/03/2012,23/03/2012,Scott Escobar,Kevin Contreras,7.06273,-1.4001,Mampong,GH,Accra,FALSE,TRUE,TRUE,complaining
Africa,6/08/1988,1/09/1988,Katie Thompson,Robert Maxwell,4.94273,15.87735,Carnot,CF,Bangui,FALSE,FALSE,TRUE,friendly
Africa,25/11/2003,19/12/2003,Deborah Brooks,Laura Oconnor,24.96334,10.18003,Ghat,LY,Tripoli,FALSE,FALSE,TRUE,lonely
Africa,3/06/2008,11/06/2008,Amber Dennis,Christine Obrien,-27.76952,30.79165,Vryheid,ZA,Johannesburg,TRUE,FALSE,TRUE,friendly
Africa,18/07/1990,31/08/1990,Heather Stewart,Jasmine Rowland,7.50251,5.06258,Igbara-Odo,NG,Lagos,FALSE,TRUE,TRUE,talkative
Africa,31/07/1997,15/08/1997,Ashley Mitchell,Kimberly Woods,0.49113,29.47306,Beni,CD,Lubumbashi,FALSE,FALSE,TRUE,over-complimenting
Africa,29/05/2007,22/06/2007,Timothy Rodriguez,Shawn Ramirez,0.76755,24.43973,Yangambi,CD,Lubumbashi,FALSE,TRUE,TRUE,panicking
Africa,16/03/2003,16/04/2003,Jeffrey Powell,Brandy White,4.96667,10.7,Tonga,CM,Douala,FALSE,TRUE,TRUE,unhappy
Africa,19/09/1986,4/11/1986,Stephanie Williams,Rachel Martin,-7.76667,35.7,Iringa,TZ,Dar es Salaam,TRUE,TRUE,TRUE,scared
Africa,23/06/2013,13/08/2013,Melanie Schultz,Cassidy Brown,34.31,-2.16,Jerada,MA,Casablanca,FALSE,TRUE,TRUE,tense
Africa,13/02/2008,16/03/2008,Regina Keller,Jerry Collins,-7.76667,35.7,Iringa,TZ,Dar es Salaam,TRUE,TRUE,TRUE,worried
Africa,15/08/1995,15/09/1995,Megan Welch,Ashley Carr,24.96334,10.18003,Ghat,LY,Tripoli,FALSE,FALSE,TRUE,evasive
Africa,12/03/2016,2/05/2016,Ryan Collins,Adam Mathis,35.72917,10.58082,Msaken,TN,Tunis,FALSE,FALSE,TRUE,tense
